Age,Experience,Salary,Performance_Score,Work_Life_Balance,Department,Education_Level,Gender,Marital_Status,Job_Role
42,21,69425,3,3,Finance,Bachelor,Male,Divorced,Analyst
39,18,60117,4,3,Finance,Master,Female,Widowed,Clerk
47,26,91299,3,2,Finance,Master,Female,Married,Manager
39,13,42598,3,4,Finance,High School,Male,Married,Manager
32,11,68164,2,5,Sales,PhD,Male,Single,Executive
39,17,51275,3,1,HR,Bachelor,Male,Divorced,Clerk
42,17,51543,3,3,HR,Bachelor,Female,Married,Manager
40,17,50329,3,3,Finance,High School,Male,Married,Analyst
38,14,60211,3,3,Finance,Master,Female,Married,Clerk
42,21,78322,4,3,Engineering,Bachelor,Male,Married,Engineer
43,18,61091,3,3,Finance,Bachelor,Female,Divorced,Clerk
44,23,72507,2,3,HR,Master,Female,Divorced,Clerk
39,13,44669,4,2,Sales,Bachelor,Female,Widowed,Manager
33,12,48966,3,3,Sales,Bachelor,Female,Single,Executive
36,15,72653,3,3,Sales,Master,Male,Married,Executive
43,22,53671,2,1,HR,Master,Female,Married,Manager
29,8,46911,3,3,Marketing,Master,Female,Single,Manager
37,13,42741,4,1,HR,Master,Female,Widowed,Manager
32,7,40501,3,3,Sales,Bachelor,Male,Single,Executive
35,9,52445,2,1,Finance,Bachelor,Female,Divorced,Manager
43,22,78579,3,3,Engineering,Bachelor,Female,Widowed,Engineer
36,15,74269,5,4,Engineering,Bachelor,Female,Married,Engineer
35,14,54913,3,3,Marketing,Bachelor,Female,Married,Analyst
25,4,59293,3,3,Engineering,Master,Male,Single,Engineer
40,18,47894,5,3,Finance,High School,Male,Married,Clerk
39,17,51198,3,5,Finance,High School,Male,Married,Analyst
50,27,102575,4,3,Engineering,Bachelor,Male,Married,Engineer
32,11,35062,2,2,Finance,High School,Male,Married,Clerk
36,13,71553,2,5,Engineering,Bachelor,Male,Married,Engineer
36,12,30000,3,2,HR,High School,Female,Divorced,Clerk
46,23,40976,3,5,HR,High School,Female,Married,Manager
34,9,32852,1,3,Finance,High School,Female,Single,Clerk
36,14,54867,5,1,HR,Master,Male,Married,Manager
39,17,66760,2,4,HR,Master,Female,Married,Clerk
36,15,37351,4,1,Finance,High School,Male,Widowed,Clerk
31,10,77918,3,2,Engineering,Master,Male,Divorced,Engineer
36,12,51957,5,3,Finance,Bachelor,Female,Married,Clerk
42,16,63031,5,3,Engineering,Bachelor,Male,Married,Engineer
27,3,41203,3,2,Finance,Bachelor,Female,Single,Clerk
35,10,32395,3,3,Marketing,High School,Male,Married,Executive
30,9,62465,4,4,Marketing,Master,Female,Married,Analyst
43,22,68112,2,2,Engineering,High School,Male,Divorced,Engineer
24,0,59045,4,3,Engineering,PhD,Female,Divorced,Engineer
31,7,38492,5,5,Finance,High School,Male,Married,Manager
37,13,53406,2,5,Marketing,Bachelor,Female,Married,Executive
45,23,94649,4,2,Finance,Master,Female,Married,Manager
34,11,38866,2,4,Marketing,High School,Female,Single,Executive
31,8,46439,3,4,Marketing,Bachelor,Female,Married,Executive
48,27,68864,3,4,HR,Bachelor,Male,Married,Clerk
24,2,33791,3,3,HR,Bachelor,Female,Single,Manager
22,0,30831,3,2,Finance,Bachelor,Female,Single,Analyst
38,17,46957,3,1,Marketing,High School,Female,Married,Executive
31,9,41356,4,3,Sales,Bachelor,Male,Single,Executive
27,2,44613,3,2,Engineering,Bachelor,Male,Married,Engineer
39,13,42857,3,4,HR,Bachelor,Male,Divorced,Clerk
36,14,59806,3,2,Finance,Bachelor,Female,Married,Analyst
31,10,51397,3,4,Sales,Bachelor,Male,Single,Executive
26,3,42205,4,2,Engineering,Bachelor,Male,Married,Engineer
41,17,48441,1,3,Sales,Bachelor,Female,Married,Manager
39,13,51825,4,3,Marketing,Bachelor,Male,Married,Executive
34,9,63281,3,3,Engineering,Bachelor,Male,Single,Engineer
47,21,65856,4,3,Marketing,Bachelor,Female,Divorced,Manager
27,1,31653,3,3,Finance,High School,Male,Married,Clerk
24,2,33826,4,1,HR,Bachelor,Male,Single,Manager
30,9,31930,3,2,Sales,High School,Male,Married,Executive
34,13,50525,2,3,Marketing,Bachelor,Male,Single,Analyst
36,10,61307,4,2,Finance,Bachelor,Female,Married,Manager
33,9,38698,4,1,Marketing,Bachelor,Male,Single,Analyst
37,16,52701,3,2,Finance,Bachelor,Male,Married,Analyst
26,0,30000,5,4,Marketing,Bachelor,Female,Single,Manager
45,24,77755,4,3,Finance,Bachelor,Male,Married,Clerk
34,10,52534,3,2,Marketing,Master,Male,Married,Manager
42,17,83744,3,1,Engineering,Bachelor,Male,Married,Engineer
37,11,48105,3,3,Marketing,Master,Female,Divorced,Analyst
38,15,51211,3,3,Marketing,Master,Male,Married,Executive
38,15,65609,3,4,Finance,Bachelor,Male,Married,Analyst
38,12,32768,3,5,Sales,High School,Female,Married,Executive
39,17,74211,1,3,Engineering,Bachelor,Male,Divorced,Engineer
44,19,68129,3,3,Engineering,High School,Male,Married,Engineer
36,14,67705,3,3,Engineering,Bachelor,Male,Married,Engineer
39,16,66673,3,3,Finance,Master,Male,Married,Manager
34,10,67797,2,1,Finance,Master,Female,Married,Analyst
45,19,56386,3,3,Marketing,Bachelor,Male,Married,Executive
30,9,55114,3,3,Engineering,Bachelor,Female,Single,Engineer
47,24,96482,4,3,Engineering,Bachelor,Male,Married,Engineer
34,9,47445,5,2,Marketing,Master,Female,Married,Executive
24,1,37624,2,4,Finance,Master,Female,Single,Analyst
35,10,66802,3,4,Finance,PhD,Male,Married,Analyst
30,5,34864,4,3,Sales,High School,Female,Single,Executive
40,14,47824,3,2,HR,Bachelor,Male,Widowed,Clerk
30,5,33309,1,3,Marketing,Bachelor,Male,Married,Analyst
31,9,30000,2,5,Sales,High School,Male,Married,Executive
22,0,42229,3,4,Marketing,Master,Male,Single,Executive
31,8,77290,3,2,Engineering,PhD,Female,Married,Engineer
22,0,30000,5,3,Marketing,High School,Female,Single,Executive
23,2,30000,3,5,Marketing,High School,Female,Single,Manager
40,17,78862,4,3,Engineering,Bachelor,Male,Divorced,Engineer
40,16,89857,3,2,Engineering,Master,Male,Married,Engineer
37,13,47410,3,4,Marketing,Bachelor,Male,Married,Analyst
28,2,30000,2,3,Finance,High School,Male,Married,Clerk
34,8,34493,4,3,Finance,High School,Female,Single,Analyst
34,13,61467,2,3,Finance,Bachelor,Male,Single,Manager
26,1,33908,2,4,Engineering,Master,Female,Single,Engineer
45,22,75730,3,2,Engineering,Bachelor,Male,Married,Engineer
41,15,52020,1,3,Sales,Bachelor,Male,Divorced,Executive
33,10,30824,2,4,Finance,High School,Female,Married,Clerk
35,14,44919,4,4,HR,Bachelor,Female,Married,Clerk
36,10,38865,3,2,Sales,Bachelor,Male,Divorced,Executive
22,0,35611,3,3,Finance,Bachelor,Female,Single,Manager
33,8,43047,4,1,Finance,Bachelor,Female,Married,Clerk
30,7,60062,4,3,Engineering,Master,Male,Single,Engineer
27,4,30000,3,2,HR,High School,Female,Married,Manager
33,10,45962,4,1,Marketing,Bachelor,Male,Married,Analyst
47,22,59522,2,3,Marketing,Bachelor,Male,Married,Analyst
39,13,54230,4,5,Sales,Bachelor,Male,Married,Manager
31,10,66351,3,5,Engineering,Bachelor,Female,Single,Engineer
39,16,69385,3,3,Finance,Master,Male,Widowed,Analyst
44,20,73468,4,3,Engineering,Bachelor,Male,Widowed,Engineer
41,16,39447,3,2,Marketing,High School,Male,Divorced,Executive
35,13,69090,3,1,Finance,Bachelor,Male,Widowed,Clerk
30,9,44453,3,3,Finance,Bachelor,Male,Single,Manager
39,15,56788,3,4,Finance,Bachelor,Male,Married,Clerk
37,14,52072,4,4,Sales,Bachelor,Male,Divorced,Executive
41,19,53884,3,5,Finance,High School,Male,Married,Analyst
39,18,74771,1,5,Engineering,Bachelor,Female,Married,Engineer
42,17,83680,4,1,Engineering,Bachelor,Male,Divorced,Engineer
31,9,42445,5,5,Marketing,Bachelor,Male,Married,Executive
44,18,56253,3,3,Sales,Bachelor,Male,Married,Manager
36,14,50201,4,4,HR,Bachelor,Male,Married,Clerk
49,25,69373,3,3,Finance,Bachelor,Female,Divorced,Analyst
30,9,62364,4,3,HR,PhD,Male,Married,Manager
47,23,62645,4,1,Sales,Bachelor,Male,Married,Executive
36,12,54428,4,1,Sales,Bachelor,Male,Widowed,Executive
30,7,61507,4,3,Engineering,Bachelor,Male,Married,Engineer
31,6,62913,1,5,Finance,PhD,Female,Single,Analyst
32,10,67069,2,2,Finance,PhD,Male,Single,Manager
37,16,58095,3,1,Engineering,Bachelor,Male,Married,Engineer
38,12,37335,4,2,Marketing,High School,Female,Married,Analyst
30,5,30000,4,2,HR,Master,Female,Single,Clerk
34,9,38767,2,2,HR,Bachelor,Male,Single,Clerk
49,28,89953,2,1,Engineering,Bachelor,Male,Married,Engineer
47,22,71053,4,2,HR,Master,Male,Married,Manager
38,15,57674,3,5,Finance,Bachelor,Male,Married,Analyst
35,10,30361,4,4,HR,High School,Male,Married,Clerk
35,12,68963,4,3,Finance,Master,Male,Married,Clerk
39,17,50043,3,5,Sales,Bachelor,Female,Married,Manager
27,5,52409,2,2,Engineering,Bachelor,Female,Single,Engineer
33,9,51120,4,4,Marketing,Bachelor,Female,Married,Executive
23,0,33086,2,3,Marketing,Bachelor,Male,Single,Analyst
37,11,40025,2,1,HR,Bachelor,Female,Married,Clerk
39,17,50408,3,3,Sales,Bachelor,Female,Divorced,Executive
31,6,43673,3,5,Sales,Bachelor,Female,Single,Manager
46,25,95750,3,1,Engineering,Master,Male,Married,Engineer
26,5,35653,4,2,Marketing,Bachelor,Female,Single,Analyst
24,1,46361,5,5,Finance,Master,Male,Single,Manager
36,10,62330,2,1,Engineering,Master,Male,Widowed,Engineer
42,18,56847,4,3,Finance,Bachelor,Male,Married,Manager
46,21,49419,1,5,HR,Bachelor,Male,Married,Clerk
31,8,53970,2,5,HR,Master,Male,Single,Clerk
42,21,69992,3,5,Sales,Bachelor,Male,Married,Executive
34,11,39541,5,3,HR,High School,Female,Married,Manager
33,8,45978,5,1,HR,Bachelor,Female,Divorced,Clerk
41,15,76962,2,4,Engineering,Master,Male,Divorced,Engineer
39,13,32349,3,4,Sales,High School,Male,Married,Executive
23,1,30412,5,3,Marketing,High School,Female,Single,Analyst
45,20,71110,2,4,Finance,Bachelor,Female,Married,Manager
44,22,72623,4,5,HR,Master,Male,Married,Clerk
30,8,47839,1,3,Engineering,Bachelor,Male,Married,Engineer
37,15,52985,4,2,Sales,Bachelor,Male,Married,Manager
38,15,55428,3,1,Engineering,High School,Male,Married,Engineer
36,15,49575,3,3,Marketing,Bachelor,Female,Married,Executive
31,5,30000,4,2,Finance,High School,Female,Married,Clerk
30,7,34094,2,2,Finance,Bachelor,Male,Single,Clerk
34,13,45736,3,3,Sales,Bachelor,Female,Married,Executive
43,17,64182,3,3,Engineering,Master,Male,Married,Engineer
38,13,52179,2,3,Finance,Bachelor,Female,Married,Manager
32,6,46702,2,2,Engineering,Bachelor,Female,Married,Engineer
40,14,51483,2,3,Marketing,Master,Male,Divorced,Manager
22,0,30404,3,2,Marketing,Bachelor,Male,Single,Executive
43,19,53943,5,3,Marketing,Bachelor,Female,Married,Analyst
22,0,32654,3,3,Marketing,Master,Female,Single,Manager
32,9,45409,3,3,HR,Bachelor,Female,Single,Clerk
27,4,30955,4,2,HR,Bachelor,Female,Single,Clerk
25,4,42095,4,2,Finance,Bachelor,Male,Married,Clerk
43,20,56767,3,4,Engineering,High School,Male,Married,Engineer
31,9,46568,3,1,Engineering,High School,Female,Married,Engineer
37,11,71740,3,3,Engineering,Master,Male,Married,Engineer
34,11,42266,2,1,HR,Bachelor,Female,Single,Clerk
38,17,44438,4,2,HR,Bachelor,Male,Widowed,Manager
35,14,49886,4,2,Finance,Bachelor,Female,Married,Clerk
26,4,41122,4,4,Sales,Master,Female,Single,Manager
41,20,129973,3,2,Engineering,PhD,Male,Married,Engineer
31,7,36628,3,5,Finance,Bachelor,Male,Single,Analyst
24,0,59908,3,4,Engineering,Master,Male,Single,Engineer
32,6,40432,3,3,Marketing,Master,Female,Married,Executive
45,19,64806,3,3,Finance,Bachelor,Male,Married,Manager
40,15,50611,4,5,Finance,High School,Male,Married,Analyst
32,9,43390,4,3,Engineering,High School,Male,Single,Engineer
32,8,53832,1,3,Finance,Master,Male,Single,Analyst
32,9,54791,3,3,HR,Master,Male,Married,Clerk
49,25,69333,3,2,Marketing,Bachelor,Female,Married,Manager
37,14,43602,4,2,Sales,High School,Male,Married,Executive
38,16,47943,4,5,HR,Bachelor,Female,Married,Clerk
42,21,69674,3,4,Marketing,Master,Male,Married,Analyst
36,15,73536,5,3,Engineering,Master,Male,Married,Engineer
33,11,32457,4,3,HR,High School,Female,Married,Manager
33,9,41645,4,4,Marketing,Bachelor,Female,Single,Executive
34,9,45065,3,3,Engineering,High School,Male,Divorced,Engineer
34,10,55776,3,3,Sales,Master,Female,Married,Executive
40,19,60854,3,3,Marketing,Bachelor,Male,Divorced,Manager
35,10,32949,3,2,Finance,High School,Male,Married,Analyst
40,17,62800,4,2,Sales,Master,Female,Married,Executive
34,9,37408,3,5,Marketing,High School,Female,Married,Manager
35,11,67067,4,5,Marketing,Master,Male,Married,Executive
22,0,32020,3,3,Engineering,Bachelor,Male,Divorced,Engineer
41,18,51179,3,3,Marketing,Bachelor,Female,Married,Executive
37,13,67012,3,4,Engineering,Master,Male,Married,Engineer
41,18,60862,2,4,Engineering,Bachelor,Male,Divorced,Engineer
22,0,34509,2,1,Finance,Bachelor,Male,Single,Manager
49,28,82468,4,3,Finance,Bachelor,Female,Widowed,Clerk
34,10,33061,4,2,Marketing,High School,Male,Single,Executive
42,20,55619,3,5,Marketing,Bachelor,Female,Married,Analyst
27,2,50613,5,4,Engineering,Master,Male,Married,Engineer
39,15,53629,1,1,HR,Master,Female,Married,Clerk
27,5,58160,3,5,Engineering,Master,Male,Single,Engineer
30,6,41341,1,5,HR,Bachelor,Male,Single,Clerk
48,23,65192,2,3,HR,Master,Male,Married,Clerk
33,9,55551,2,3,Finance,Master,Female,Single,Analyst
36,13,43975,4,3,HR,Bachelor,Male,Married,Clerk
41,16,45022,5,4,Finance,High School,Male,Married,Analyst
38,14,51339,4,3,Sales,Bachelor,Male,Married,Manager
36,15,62400,4,3,Engineering,Master,Female,Widowed,Engineer
37,13,49746,4,5,Marketing,Bachelor,Male,Married,Analyst
51,28,104736,3,3,Engineering,Master,Male,Married,Engineer
34,12,35037,3,2,Sales,High School,Female,Married,Executive
36,14,71481,4,1,Marketing,PhD,Female,Divorced,Manager
42,20,53051,5,1,Sales,Bachelor,Male,Married,Executive
42,21,64748,1,3,Marketing,Bachelor,Female,Divorced,Executive
43,20,40234,3,2,HR,High School,Male,Married,Clerk
39,14,46197,3,4,HR,High School,Male,Divorced,Clerk
26,4,46981,3,4,Sales,Master,Female,Married,Executive
46,23,83239,4,4,HR,PhD,Female,Divorced,Clerk
26,2,40908,3,4,Engineering,Bachelor,Male,Single,Engineer
37,16,48173,1,2,Finance,High School,Male,Married,Clerk
29,6,47493,3,3,Sales,Bachelor,Male,Married,Executive
34,11,45101,4,3,Finance,High School,Female,Single,Clerk
37,12,37710,3,1,HR,High School,Female,Married,Clerk
37,14,65303,4,5,Finance,Master,Male,Married,Analyst
37,12,59618,3,3,Finance,Master,Female,Married,Analyst
46,25,56549,1,2,Sales,High School,Male,Married,Executive
38,17,80818,3,2,Engineering,Bachelor,Male,Married,Engineer
33,9,40669,2,3,Marketing,Bachelor,Male,Married,Manager
41,16,38438,3,1,Marketing,High School,Female,Married,Manager
43,18,49241,3,2,Marketing,Bachelor,Male,Married,Executive
26,4,35922,4,4,Engineering,Bachelor,Female,Single,Engineer
39,17,55396,3,5,Engineering,High School,Male,Divorced,Engineer
39,15,66596,4,5,Engineering,Bachelor,Male,Divorced,Engineer
32,11,40831,3,3,Finance,High School,Female,Single,Analyst
44,18,59708,2,3,Sales,Bachelor,Male,Married,Executive
33,11,31792,2,5,HR,High School,Male,Married,Manager
35,12,88883,5,4,Engineering,Master,Male,Divorced,Engineer
33,12,50767,3,3,Sales,Master,Female,Single,Executive
35,9,53481,3,4,Marketing,Master,Male,Married,Manager
27,4,30000,2,3,Marketing,Bachelor,Male,Single,Analyst
24,0,30000,4,2,Finance,Bachelor,Male,Single,Clerk
46,25,62014,4,5,HR,Bachelor,Female,Divorced,Manager
29,5,37592,3,3,Finance,High School,Male,Single,Manager
28,3,35750,4,3,HR,Master,Male,Married,Manager
22,0,33465,3,3,Finance,Bachelor,Female,Single,Clerk
30,7,60857,2,2,Engineering,Bachelor,Male,Married,Engineer
25,0,30000,4,2,Finance,Bachelor,Male,Single,Clerk
46,24,66356,5,1,Marketing,Bachelor,Female,Married,Manager
42,21,82727,4,1,Marketing,PhD,Male,Married,Analyst
30,8,43215,3,2,Sales,Bachelor,Female,Single,Manager
50,27,80518,3,3,Finance,Bachelor,Female,Married,Analyst
41,15,44290,5,5,Marketing,Bachelor,Male,Married,Executive
32,9,56668,3,4,Marketing,PhD,Male,Single,Analyst
22,1,34829,4,1,Sales,Bachelor,Female,Single,Manager
51,26,74469,4,4,Finance,Bachelor,Female,Divorced,Clerk
25,1,30000,3,3,Finance,High School,Male,Single,Manager
23,0,35309,2,3,Marketing,Master,Male,Single,Manager
42,21,56102,1,2,Sales,Bachelor,Female,Married,Executive
52,28,85912,3,3,Engineering,Bachelor,Male,Widowed,Engineer
44,19,55869,5,4,Sales,Master,Female,Married,Manager
38,12,70963,2,3,Marketing,PhD,Female,Married,Executive
39,16,59575,3,2,Finance,Bachelor,Male,Married,Clerk
40,14,64443,4,3,Sales,Master,Female,Married,Executive
40,19,51687,3,2,Sales,High School,Female,Married,Executive
36,10,57807,3,3,Finance,Master,Male,Divorced,Analyst
35,9,56097,4,5,Engineering,Bachelor,Male,Married,Engineer
34,13,66580,4,4,Engineering,Bachelor,Male,Single,Engineer
29,8,42281,3,4,HR,Master,Male,Married,Clerk
33,10,45253,4,4,Sales,Master,Male,Single,Executive
23,0,30000,3,1,HR,Bachelor,Female,Single,Clerk
34,10,48384,4,2,HR,Master,Female,Married,Clerk
28,7,47318,2,3,Engineering,High School,Female,Married,Engineer
27,2,63705,3,2,Engineering,Master,Female,Married,Engineer
36,10,56649,1,4,Engineering,Bachelor,Male,Married,Engineer
44,23,52271,3,1,Sales,High School,Female,Divorced,Manager
41,17,61611,2,3,Marketing,Bachelor,Male,Married,Executive
24,1,37492,4,3,Finance,Bachelor,Male,Single,Clerk
28,2,33686,4,3,Sales,Bachelor,Male,Married,Executive
41,20,67155,4,3,Finance,Bachelor,Female,Divorced,Clerk
28,7,39068,3,5,HR,Bachelor,Male,Single,Clerk
33,8,47386,4,2,Finance,Master,Male,Married,Clerk
38,13,47972,4,3,HR,Bachelor,Male,Married,Clerk
28,2,38715,3,1,Finance,Bachelor,Male,Married,Analyst
35,14,53619,3,1,Marketing,Bachelor,Female,Widowed,Analyst
25,0,30000,3,1,Marketing,High School,Female,Married,Manager
30,9,63188,1,3,Engineering,Bachelor,Male,Married,Engineer
37,12,47724,5,3,Finance,Bachelor,Female,Divorced,Clerk
23,0,30000,3,1,Marketing,Bachelor,Female,Single,Executive
38,16,52025,3,3,Marketing,Bachelor,Female,Widowed,Analyst
34,12,57517,4,1,Engineering,Bachelor,Male,Single,Engineer
38,17,59777,3,3,Sales,Bachelor,Male,Married,Manager
36,11,61498,3,3,Engineering,Master,Male,Married,Engineer
44,21,43705,2,4,HR,High School,Male,Widowed,Clerk
35,12,88076,3,3,Engineering,PhD,Male,Married,Engineer
31,9,35809,1,3,HR,Bachelor,Male,Married,Clerk
35,11,45195,4,2,Marketing,Master,Female,Divorced,Analyst
38,16,59629,3,1,Finance,Bachelor,Female,Married,Analyst
35,14,45526,3,4,HR,Bachelor,Male,Married,Clerk
35,11,63864,3,3,Marketing,Master,Male,Married,Executive
30,7,46586,2,5,Finance,High School,Female,Single,Analyst
30,5,30000,4,5,Marketing,High School,Male,Married,Executive
25,0,30000,3,4,Finance,Bachelor,Male,Single,Clerk
47,26,85045,4,5,HR,PhD,Female,Widowed,Clerk
26,4,39259,3,3,Finance,Bachelor,Male,Single,Analyst
30,9,46669,4,1,Marketing,Bachelor,Female,Single,Executive
29,4,44342,4,1,Finance,Master,Female,Single,Clerk
41,18,65880,3,4,Finance,Bachelor,Female,Divorced,Analyst
32,7,39425,5,2,HR,Master,Male,Single,Clerk
43,19,72883,3,1,Engineering,Bachelor,Male,Divorced,Engineer
30,4,57461,4,3,Engineering,Master,Male,Single,Engineer
36,11,51088,2,3,Finance,Bachelor,Male,Married,Analyst
29,4,32237,3,3,HR,Bachelor,Male,Single,Clerk
50,24,66650,2,3,Finance,Bachelor,Female,Married,Analyst
26,2,43042,4,3,Finance,Bachelor,Female,Single,Manager
37,15,55662,4,3,Marketing,Bachelor,Female,Married,Analyst
39,14,62892,3,3,Finance,Bachelor,Male,Married,Analyst
37,16,65798,4,1,Engineering,Bachelor,Male,Married,Engineer
33,8,55376,4,5,Engineering,Bachelor,Male,Single,Engineer
34,13,42188,4,3,HR,Bachelor,Male,Single,Clerk
35,11,36631,3,3,Finance,High School,Female,Divorced,Analyst
33,8,47767,3,3,Finance,Bachelor,Male,Single,Analyst
41,17,40399,3,3,HR,Bachelor,Female,Married,Clerk
50,26,69572,3,3,Marketing,Bachelor,Female,Divorced,Executive
31,9,41455,3,2,Finance,Bachelor,Male,Single,Clerk
25,0,44358,3,2,Engineering,Master,Female,Single,Engineer
34,13,49600,5,1,Engineering,Bachelor,Male,Married,Engineer
53,32,95742,4,5,Finance,Bachelor,Female,Divorced,Analyst
29,4,51078,4,3,Engineering,Bachelor,Male,Married,Engineer
46,20,65263,5,2,HR,Master,Male,Married,Clerk
46,24,68815,4,3,Finance,Bachelor,Male,Married,Analyst
31,9,50386,2,2,Finance,Master,Female,Single,Clerk
38,16,46638,4,3,Finance,High School,Female,Widowed,Clerk
46,25,78672,1,4,Marketing,Master,Female,Divorced,Analyst
32,8,40850,2,4,Sales,Bachelor,Female,Single,Executive
33,7,56100,1,3,Engineering,Bachelor,Female,Single,Engineer
30,8,46150,2,5,HR,Bachelor,Male,Single,Manager
27,6,55496,4,5,Finance,PhD,Female,Married,Manager
30,9,50937,4,3,Marketing,Master,Male,Married,Manager
26,2,54217,3,5,Engineering,Bachelor,Male,Married,Engineer
35,10,34756,2,3,Sales,High School,Male,Married,Executive
29,4,38835,3,2,Finance,Bachelor,Male,Married,Clerk
36,14,50640,4,4,Marketing,Bachelor,Female,Married,Analyst
24,2,30000,3,2,Marketing,High School,Male,Single,Executive
37,11,46573,5,3,HR,Bachelor,Female,Married,Manager
40,16,85092,2,3,Engineering,Master,Female,Widowed,Engineer
22,0,33833,5,4,Engineering,Bachelor,Male,Single,Engineer
37,13,57534,1,1,Finance,Bachelor,Female,Married,Analyst
43,22,63981,3,3,Finance,Bachelor,Female,Divorced,Clerk
26,4,42932,3,3,Marketing,Master,Male,Married,Executive
46,25,81463,3,3,Sales,Master,Female,Divorced,Executive
37,14,51263,2,3,Sales,Bachelor,Male,Married,Executive
30,6,63671,4,3,Finance,PhD,Male,Married,Clerk
34,11,67992,2,5,Finance,Master,Male,Married,Clerk
38,16,50239,3,1,Finance,High School,Female,Divorced,Clerk
35,14,59920,1,4,Finance,Bachelor,Male,Widowed,Analyst
38,16,100779,3,3,Engineering,PhD,Male,Married,Engineer
28,5,32218,2,3,Finance,Bachelor,Male,Single,Manager
36,14,43132,5,4,Finance,High School,Female,Married,Clerk
25,0,41832,1,5,Engineering,Bachelor,Female,Married,Engineer
34,9,48028,3,1,Finance,Bachelor,Female,Single,Clerk
28,5,58304,3,3,Finance,PhD,Male,Single,Manager
29,7,45767,4,1,Finance,Bachelor,Male,Married,Clerk
43,22,80163,2,3,Engineering,Bachelor,Female,Married,Engineer
42,20,79522,4,4,Finance,Master,Male,Divorced,Analyst
39,18,44703,3,2,Marketing,Bachelor,Male,Married,Manager
27,2,38309,3,4,Engineering,High School,Male,Single,Engineer
32,10,54793,3,3,Marketing,Master,Female,Divorced,Executive
43,18,67561,3,3,Sales,Bachelor,Male,Married,Executive
35,12,44440,3,3,Sales,Bachelor,Male,Married,Executive
51,30,68859,3,3,Marketing,Bachelor,Female,Widowed,Analyst
37,11,41686,2,1,Finance,High School,Female,Married,Clerk
36,13,65114,4,2,Finance,Master,Female,Married,Clerk
32,11,48959,2,4,HR,Bachelor,Male,Single,Clerk
35,10,47254,2,5,Finance,Bachelor,Female,Widowed,Analyst
33,9,34185,3,3,Sales,High School,Male,Single,Executive
39,17,47420,3,3,HR,Bachelor,Female,Married,Clerk
41,16,70244,3,4,Marketing,Master,Female,Divorced,Analyst
29,8,58655,3,3,Finance,Master,Male,Single,Analyst
25,4,68412,3,3,Engineering,Master,Male,Single,Engineer
22,1,50682,3,4,Finance,Bachelor,Male,Single,Clerk
38,17,62023,3,1,Sales,Master,Male,Widowed,Executive
27,5,40746,3,4,Marketing,Bachelor,Male,Married,Manager
22,0,32736,5,3,Marketing,Master,Female,Single,Analyst
37,11,67176,3,3,Engineering,Master,Male,Divorced,Engineer
52,28,71135,4,3,Finance,Bachelor,Female,Married,Manager
34,12,64506,4,2,Finance,Bachelor,Male,Single,Analyst
40,19,82563,4,3,Engineering,Bachelor,Male,Married,Engineer
35,13,53210,4,3,Finance,Bachelor,Male,Divorced,Clerk
34,9,90888,1,2,Engineering,PhD,Male,Married,Engineer
41,15,41282,3,3,Marketing,Bachelor,Female,Married,Analyst
32,11,40504,4,3,Finance,High School,Female,Married,Clerk
36,12,35352,3,3,Sales,High School,Male,Married,Executive
37,16,95515,2,1,Engineering,Master,Male,Widowed,Engineer
30,4,47920,3,4,Finance,Bachelor,Female,Single,Manager
41,17,53957,3,2,HR,Bachelor,Female,Married,Clerk
33,7,49760,4,3,Finance,Bachelor,Female,Married,Clerk
29,5,34250,3,4,Sales,Bachelor,Male,Married,Executive
38,15,72910,4,4,Engineering,Bachelor,Male,Married,Engineer
28,5,40396,3,4,Finance,Master,Male,Single,Manager
35,13,39832,2,3,Marketing,Bachelor,Male,Widowed,Executive
34,12,61714,2,5,Engineering,Bachelor,Male,Single,Engineer
42,18,45334,3,1,Marketing,High School,Female,Divorced,Manager
38,17,44452,2,3,Marketing,High School,Female,Married,Manager
34,9,40936,2,2,Finance,Bachelor,Male,Single,Analyst
40,15,49216,3,4,Finance,Bachelor,Male,Married,Manager
44,23,80914,4,4,Engineering,Bachelor,Male,Married,Engineer
38,17,38849,2,4,Marketing,High School,Male,Widowed,Executive
35,12,38805,3,2,Marketing,High School,Male,Divorced,Executive
25,0,32915,4,2,Finance,Master,Male,Married,Analyst
27,3,57487,3,3,Engineering,Bachelor,Female,Married,Engineer
32,6,48974,3,5,Sales,Master,Male,Single,Manager
30,8,54470,4,2,Finance,Master,Male,Married,Analyst
33,7,38239,4,5,Finance,Bachelor,Female,Married,Clerk
35,12,64575,4,3,Engineering,Master,Male,Married,Engineer
38,13,52684,3,4,Finance,Bachelor,Female,Divorced,Analyst
34,13,46605,5,3,Sales,Bachelor,Male,Married,Executive
38,13,44924,2,4,Finance,Bachelor,Female,Divorced,Analyst
35,11,58693,5,5,Finance,Bachelor,Male,Married,Clerk
22,0,31816,5,2,Engineering,Bachelor,Male,Single,Engineer
28,7,46489,3,3,Finance,Bachelor,Male,Single,Analyst
33,7,46982,3,4,Finance,Bachelor,Female,Single,Manager
26,2,30000,4,2,Engineering,High School,Male,Married,Engineer
39,13,41867,3,3,Finance,High School,Female,Married,Analyst
45,23,50557,3,2,Finance,High School,Male,Widowed,Analyst
43,20,64519,5,3,Engineering,High School,Female,Married,Engineer
33,9,41621,2,2,Marketing,Bachelor,Female,Married,Executive
